recipeProcess_id,recipeProcess_recipeId,recipeProcess_no1,recipeProcess_image1,recipeProcess_no2,recipeProcess_image2,recipeProcess_no3,recipeProcess_image3,recipeProcess_no4,recipeProcess_image4,recipeProcess_no5,recipeProcess_image5,recipeProcess_no6,recipeProcess_image6,recipeProcess_no7,recipeProcess_image7,recipeProcess_no8,recipeProcess_image8,recipeProcess_no9,recipeProcess_image9,recipeProcess_no10,recipeProcess_image10,recipeProcess_no11,recipeProcess_image11,recipeProcess_no12,recipeProcess_image12,recipeProcess_no13,recipeProcess_image13,recipeProcess_no14,recipeProcess_image14,recipeProcess_no15,recipeProcess_image15,recipeProcess_no16,recipeProcess_image16,recipeProcess_no17,recipeProcess_image17,recipeProcess_no18,recipeProcess_image18,recipeProcess_no19,recipeProcess_image19,recipeProcess_no20,recipeProcess_image20
recipeProcess-574,recipe-574,"1. 두부는 먹기 좋은 크기로 잘라서 팬에 바삭
하게 구워준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00412_01.png,2. 구워진 두부는 기름을 빼고 채 썰어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00412_02.png,"3. 방울토마토는 작은 사각형으로 잘라주고,
치커리는 먹기좋게 잘라준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00412_03.png,"4. 표고버섯와 홍고추, 노란파프리카는 가늘게
채 썰어 볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00412_04.png,"5. 소스를 만들어준다. 잘라준 토마토는 먹기
직전에 소스와 섞어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00412_05.png,"6. 접시에 치커리를 깔고 볶아진 두부와 채소를
올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00412_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-575,recipe-575,"1. 물과 식초가 포함된 물에 담가서 쓴맛을
빼준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00413_01.png,"2. 물에 절여진 더덕은 키친타월을 이용해 물기를
완전히 빼준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00413_02.png,"3. 양파, 청고추, 홍고추도 어슷하게 썰어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00413_03.png,4. 비트를 편으로 썰어서 국물을 만들어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00413_04.png,"5. 그릇에 더덕부터 30분 정도 담가 물을 살짝
들여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00413_05.png,"6. 나머지 재료도 함께 담가 간을 배게 한 뒤 24
시간 후부터 먹을 수가 있다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00413_06.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-576,recipe-576,"1. 연어에 로즈마리를 위에 올려
마리네이드를 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_1.png,"2. 마리네이드를 해놓은 연어에 레몬즙을
뿌린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_2.png,"3. 당근, 양파는 썰고 마늘과 토마토는
다져 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_3.png,"4. 냄비에 버터를 두르고, 채소(③)를
볶다가 밀가루를 넣고 볶으면서 다시
토마토소스를 넣어 볶다가 육수와
월계수잎을 넣어 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_4.png,"5. 소스가 자작 하게 끓고 있을 때, 우유를
넣고 한 소끔 끓여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_5.png,"6. 팬에 올리브 오일을 두르고, 연어
(①)를 올려 앞뒤로 구어 접시에
담고, 토마토소스를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-577,recipe-577,"1. 밀가루에 소금과 녹말가루를 넣고
반죽을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_1.png,"2. 냄비에 건새우와 머리와 내장을 제거한
멸치, 다시마, 무, 마늘, 양파를 넣고
약30분 정도 끓여 체에 걸러 육수를
만들어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_2.png,"3. 호박은 반달모양으로 썰고, 느타리는
손으로 찢고, 양파와 대파는 길게 썰어
준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_3.png,"4. 새우는 요지를 이용하여 새우등의
내장을 제거하고, 홍합은 족사를 때어
내고 솔을 이용하여 껍질을 깨끗이
씻어낸 후 흐르는 물에 깨끗하게
행구고, 미더덕은 깨끗이 씻어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_4.png,"5. 반죽을 해 놓은 밀가루에 덧 밀가루를
뿌려가며 얇게 밀어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_5.png,"6. 얇게 밀어 놓은 밀가루를 칼로 썰어
덧밀가루를 털어내고, 만들어 놓은
육수에 칼국수를 넣고, 준비한 채소
(③)와 해물(④)을 넣고 간장으로 간을
맞추어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-578,recipe-578,"1. 양파와 양송이, 표고버섯, 느타리버섯은
작게 썰어 준비해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_1.png,"2. 멸치와 새우, 마늘을 냄비에 담고,
물을 약 500㎖ 정도 붓고 끓여 육수를
만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_2.png,"3. 냄비에 버터를 넣고, 양파와 버섯을
넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_3.png,"4. ③번의 냄비에 불린 쌀을 넣고 은근히
볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_4.png,"5. 볶아지는 냄비에 만들어 놓은 육수를
조금 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_5.png,"6. 육수를 넣고 다시 은근히 볶으면서
뚜껑을 덮어 충분히 익힌 후, 마지막에
생크림과 소금을 넣고 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-579,recipe-579,"1. 시금치는 끓는 물에 소금을 넣고 데쳐
찬물에 식힌 후 곱게 갈아 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_1.png,"2. 당근즙, 시금치즙, 들깨가루를 각각
준비한 뒤, 밀가루와 녹말가루를
세 개로 나눠 각각의 즙을 넣어 반죽 후
숙성시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_2.png,"3. 호박은 채를 썰어 소금에 살짝 절여
물기를 제거하고, 부추는 송송 썰고,
숙주는 데쳐 물기를 제거하고 다지고,
두부는 면포에 물기를 꼭 짜서 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_3.png,"4. 달걀은 노란자와 흰자를 나눠 각각
지단을 붙여 준비한다. 냄비에 멸치와
다시마, 건새우, 양파를 넣고 약30분
정도 끓여 체에 걸러 육수를 만들어
놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_4.png,"5. 소고기는 곱게 다져, 파 , 마늘, 참기름,
후춧가루를 넣어 양념을 해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_5.png,"6. 준비한 채소(③)와 고기(⑤)를 섞어
만두속을 만들고, 숙성된 밀가루
반죽(②)을 밀어 만든 만두피에 만두
속을 넣어 만두를 만든다. 준비한 육수
(④)에 삼색 만두를 넣어 끓여 담고 그
위에 달걀지단을 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-580,recipe-580,"1. 청포묵은 4cm 길이로 썰어 참기름과
소금에 살짝 무쳐 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_1.png,"2. 달걀은 황백으로 나누어 각각 소금을
조금씩 넣어 섞어 지단을 부친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_2.png,"3. 오이는 돌려 깎아 채 썰고 당근도 오이
길이로 채 썰고 고사리는 길에 맞게
다듬고, 표고버섯도 채를 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_3.png,"4. 소고기는 채를 썰어 파, 마늘, 참기름,
후춧가루를 넣어 양념한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_4.png,"5. 팬에 기름을 두르고, 준비한 곁들임
채소(③)와 다진 소고기를 재료별로
따로 볶아 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_5.png,"6. 고추장에 콩가루를 섞고, 볶아진 소고기를
넣어 다시 볶아 고추장 소스를 준비하고,
쌀밥을 그릇에 담은 후 청포묵(①), 볶아
놓은 채소와 소고기(⑤)를 올리고,
마지막에 고추장소스를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-581,recipe-581,"1. 닭가슴살을 넓게 펴서 소금과
후춧가루, 정종으로 밑간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_1.png,"2. 대추는 돌려깎아 채를 썰고, 인삼은
세로 방향으로 반으로 가르고, 밤은
껍질을 벗겨 납작하게 썰고, 표고와
새송이 버섯은 뜨거운 물에 담그어
불린 후 채를 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_2.png,"3. 숙성된 닭가슴살(①)에 썰어놓은
재료(②)를 얹어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_3.png,4. 닭 가슴살을 돌돌 말아 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_4.png,"5. 냄비에 육수를 붓고, 육수가 끓으면
말아 놓은 닭가슴살을 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_5.png,"6. 뚜껑을 덮고, 약 15분 정도 은근히
찐 뒤, 닭가슴살이 익으면 불을 끄고
먹기 좋은 크기로 썰어서 접시에 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-582,recipe-582,"1. 양배추는 깨끗이 씻어 찜기에 김이
오르면 쪄서 식혀 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_1.png,"2. 느타리, 표고 ,팽이버섯, 당근, 오이는
약 5cm 길이로 채를 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_2.png,"3. 소고기도 가늘게 채를 썰어 준비하고,
파, 마늘, 참기름, 설탕을 넣어 양념을
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_3.png,"4. 팬에 준비한 채소에 소량의 소금을
넣어 먼저 볶다가 양념한 소고기를
넣고 재빠르게 볶아 식혀 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_4.png,"5. 쪄 놓은 양배추를 김발 위에 올려 넣고,
볶아놓은 채소와 소고기를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_5.png,"6. 김발을 이용하여 양배추를 돌돌 말고,
미나리를 데쳐 끈으로 묶어 접시에
올리고, 간장과 맛술, 참기름을 섞은
간장소스를 만들어 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-583,recipe-583,"1. 단호박은 칼로 잘라, 수저를 이용하여
호박씨를 제거한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00522_1.png,"2. 손질이 된 단호박은 면보를 깔고,
김이 오른 찜통에서 약 15분 정도
쪄 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00522_2.png,"3. 다진 소고기는 파, 마늘, 양파, 참기름,
간장, 후춧가루, 매실액을 넣고 양념을
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00522_3.png,"4. 3번에 양념된 소고기에 찹쌀가루를
넣고 골고루 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00522_4.png,"5. 쪄 놓은 호박에 양념된 소고기를 넣고
모양을 잡아 준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00522_5.png,"6. 육수가 한 소큼 끓으면 만들어 놓은
단호박떡갈비(⑤)를 넣어 약 20분 정도
은근히 쪄서 잣을 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00522_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-584,recipe-584,"1. 냄비에 무와 양지육, 마늘을 넣고
은근히 끓여 육수를 만들어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00523_1.png,"2. 배추와 미나리는 면보를 깔고 찜통에서
약 10분 정도 쪄서 식혀놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00523_2.png,"3. 두부는 면보에 넣어 손으로 물기를
짜 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00523_3.png,"4. 부추는 송송 썰고, 표고, 느타리버섯은
잘게 다지고, 소고기도 다져 놓고, 저염
간장과 파, 마늘, 참기름, 후춧가루,
통깨를 넣고 잘 섞어서 만두속을 만들
어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00523_4.png,"5. 쪄놓은 배추를 한 장 펴놓고, 그 위에
만들어 놓은 만두속을 넣어 양 쪽을
접어 말아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00523_5.png,"6. 말아놓은 배추만두를 쪄 놓은 미나리
끈으로 묶은 후, 만들어 놓은 육수가
끓으면 배추만두를 넣고 간장으로
간을 한 뒤 한 번 더 끓여서 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00523_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-585,recipe-585,"1. 홍합은 끓는 물에 살짝 데쳐 준비하고,
조개는 소금물에 담그어 해감을 해
놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00524_1.png,"2. 표고는 기둥을 제거하고 편으로 썰고,
양파는 채를 썰고, 홍파프리카와
피망은 씨를 제거한 뒤 5~6cm 길이로
채를 썰어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00524_2.png,"3. 새우는 요지를 이용하여 등에 있는
내장을 제거해 놓고 오징어는 피망과
비슷한 크기로 채를 썰어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00524_3.png,"4. 스파게티면은 끓은 물에 소금을 넣고
약 10분 정도 삶아 건져 올리브오일을
살짝 발라 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00524_4.png,"5. 팬에 올리브 오일을 두르고, 편 마늘을
넣어 먼저 볶아 향을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00524_5.png,"6. 마늘의 향이 나오면, 스파게티면을
넣어 볶다가 카레가루를 넣고, 다시
볶으면서 준비한 해물과 채소를 넣어
볶아 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00524_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-586,recipe-586,"1. 닭가슴살에 로즈마리, 후춧가루를
넣고, 15분 정도 우유에 담그어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00525_1.png,"2. 당근과 감자는 사각으로 깎아 양 모서리를
칼로 다시 다듬어 주사위 모양으로
둥그스럼하게 만들어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00525_2.png,"3. 냄비에 물이 끓으면, 브로컬리와 깎아
놓은 당근과 감자를 데쳐 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00525_3.png,"4. 양송이는 껍질을 제거하고 모양 그대로
편으로 썰어 준비하고, 토마토와 마늘은
잘게 다져 냄비에 버터를 두르고 볶다가
케첩을 넣어준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00525_4.png,"5. 볶아지는 4번에 썰어 놓은 양송이와
생크림을 넣고, 다시 살짝 한 번 더
볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00525_5.png,"6. 팬에 버터를 녹이고, 재워놓은 닭가슴살
(①)을 속이 익도록 노릇노릇 하게 익혀
접시에 담고, 만들어 놓은 감자와 당근,
브로컬리로 장식을 하고, 소스를 함께
올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00525_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-587,recipe-587,"1. 준비한 새우의 반은 껍질을 벗겨
내장을 제거하고 곱게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00526_1.png,"2. 나머지 새우는 내장을 제거하고 껍질을
벗겨, 2/3 정도 반으로 갈라 소금, 후추로
밑간을 해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00526_2.png,"3. 다진 새우는 소고기와 섞어, 마늘을
넣고 양념이 충분히 스며들도록 준비해
놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00526_3.png,"4. 브로컬리는 데쳐 식힌 후 다지고, 당근과
양파도 다져 소금에 살짝 절여 물기를
제거해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00526_4.png,"5. 양념된 재료(③)에 준비해 놓은 채소
(④)를 넣고, 녹말가루와 달걀을 풀어
골고루 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00526_5.png,"6. 반으로 갈라 준비한 새우에 녹말가루를
살짝 뿌리고, 섞어놓은 재료(⑤)를
완자를 빚어 새우에 올려 주고, 찜기에서
약 10분 정도 쪄서 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00526_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-588,recipe-588,1. 쌈채는 먹기 좋게 손으로 뜯어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00527_1.png,"2. 뜯어 놓은 쌈채를 물에 담그어 싱싱하게
준비해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00527_2.png,"3. 두부는 면보에 넣어 손으로 짜서 물기를
제거하고 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00527_3.png,"4. 된장에 생크림을 넣어 골고루 섞어
짠 맛을 줄여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00527_4.png,5. 으깬 두부에 된장을 넣어 섞어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00527_5.png,"6. 물에 담그어 놓은 채소를 체에 건져,
물기를 털어내고, 만들어 놓은 된장
소스에 넣어 무친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00527_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-589,recipe-589,1. 귀리는 깨끗이 씻어 물에 불린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00528_1.png,2. 쌀도 씻어 따로 불려 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00528_2.png,3. 양파와 부추는 송송 썰어 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00528_3.png,"4. 냄비에 참기름을 넣고, 소고기를 먼저
볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00528_4.png,"5. 볶아지는 냄비에 다시 불린 귀리와
쌀을 넣어 볶아준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00528_5.png,"6. 충분히 귀리가 볶아지면 물을 넣고
끓이다가, 썰어 놓은 채소를 넣고, 죽이
어우러지게 끓인 뒤 달걀을 풀어 넣고
다시 저어가면 끓여주고, 죽 위에
흑임자를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00528_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-590,recipe-590,"1. 청포묵을 약 6~7cm 길이로 썰어
맛소금과 참기름에 살짝 버무려 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00529_1.png,"2. 소고기는 채를 썰어 간장과 설탕,
참기름에 볶아놓고 미나리는 데쳐
찬물에 식혀 5~6cm 길이로 썰고,
숙주는 머리와 꼬리를 떼어 내고,
뜨거운 물에 데쳐 식혀 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00529_2.png,"3. 홍파프리카는 씨를 제거하고 약 6cm
길이로 썰어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00529_3.png,"4. 달걀은 황백으로 나눠 각각 지단을
부쳐 채를 썰어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00529_4.png,"5. 김은 살짝 구어 봉투에 넣고 부수어
김가루를 만들어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00529_5.png,"6. 저염간장에 설탕과 식초를 넣어 골고루
섞어 탕평채 양념장을 만들고, 접시에
준비한 청포묵을 담고, 그 위에 채소와
고기를 올리고, 맨 위에 달걀지단과
김가루를 올린 후 양념장을 끼얹어 완성
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00529_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-591,recipe-591,1. 새우는 껍질을 제거하고 포를 뜬 뒤 삶아 익힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00554_1.png,"2. 전복은 수저로 떼어내 소금으로 씻고
달군 팬에 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00554_2.png,3. 연어는 포를 뜬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00554_3.png,"4. 겨자가루에 30℃ 정도의 물을 넣고
골고루 섞어 발효시키고, 설탕, 식초를
넣고 겨자소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00554_4.png,"5. 고추장에 요구르트를 넣고
고추장소스를 만든다",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00554_5.png,"6. 접시에 익힌 새우, 전복, 연어를 담은 뒤
겨자소스와 고추장소스를 올리고
어린잎으로 장식한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00554_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recipeProcess-592,recipe-592,"1. 토마토는 윗부분을 자르고 속을
파낸다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00555_1.png,2. 오이는 소금에 깨끗이 씻는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00555_2.png,3. 소금을 팬에 볶은 후 배추를 절인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00555_3.png,"4. 절인 배추에 오이와 무를 넣고
돌돌만다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00555_4.png,5. ?를 속을 파낸 토마토 안에 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00555_5.png,"6. ?번을 통에 담아 소금 국물을 붓고
양파와 마늘 생강을 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00555_6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
